InvoiceNo,ShipmentProvider,WarehouseLocation,OrderPriority,ReturnStatus,PaymentMethod
964093,FedEx,London,Low,Not Returned,Credit Card
618982,Royal Mail,Paris,High,Not Returned,Bank Transfer
383142,DHL,Rome,High,Not Returned,Credit Card
423392,FedEx,Amsterdam,Medium,Not Returned,Credit Card
728781,UPS,Amsterdam,Medium,Not Returned,paypall
385201,FedEx,Berlin,Medium,Not Returned,Bank Transfer
703532,UPS,London,Low,Not Returned,Bank Transfer
314680,DHL,Berlin,Medium,Not Returned,paypall
301703,UPS,Amsterdam,Medium,Not Returned,paypall
459175,UPS,Amsterdam,Medium,Not Returned,Credit Card
999145,UPS,Amsterdam,High,Not Returned,Bank Transfer
730175,Royal Mail,London,Medium,Not Returned,paypall
615728,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
167173,UPS,Berlin,Low,Not Returned,Bank Transfer
835566,DHL,Berlin,High,Not Returned,Bank Transfer
138734,DHL,Amsterdam,High,Returned,paypall
686360,Royal Mail,London,High,Not Returned,Credit Card
557391,DHL,Paris,High,Not Returned,paypall
334046,UPS,Berlin,Low,Not Returned,Credit Card
294855,DHL,London,High,Not Returned,Bank Transfer
456338,UPS,Berlin,High,Not Returned,Bank Transfer
826099,Royal Mail,London,High,Returned,Credit Card
318126,DHL,Amsterdam,High,Not Returned,Bank Transfer
544258,UPS,Berlin,Medium,Not Returned,Bank Transfer
807717,UPS,Berlin,Low,Not Returned,Bank Transfer
239741,DHL,Rome,Low,Not Returned,paypall
737560,DHL,London,Low,Not Returned,Bank Transfer
692190,Royal Mail,Rome,Low,Not Returned,Credit Card
512126,Royal Mail,London,Medium,Returned,Credit Card
156959,Royal Mail,Paris,High,Not Returned,paypall
720911,DHL,Berlin,Low,Not Returned,Credit Card
755726,Royal Mail,Rome,Low,Not Returned,Credit Card
672703,DHL,London,Low,Not Returned,paypall
224716,FedEx,Amsterdam,High,Not Returned,Credit Card
483353,Royal Mail,Amsterdam,High,Not Returned,paypall
109907,FedEx,Paris,Medium,Not Returned,Credit Card
982257,DHL,Rome,High,Not Returned,Credit Card
657068,Royal Mail,Berlin,Medium,Not Returned,paypall
551095,FedEx,Paris,Medium,Not Returned,Bank Transfer
659373,DHL,Paris,Medium,Not Returned,Bank Transfer
558715,FedEx,Berlin,Medium,Not Returned,paypall
906858,UPS,Berlin,High,Not Returned,Credit Card
369629,Royal Mail,Paris,Low,Not Returned,Credit Card
411671,FedEx,Amsterdam,High,Not Returned,Bank Transfer
329632,FedEx,Paris,High,Not Returned,Credit Card
880504,DHL,London,Medium,Not Returned,Bank Transfer
870497,UPS,Amsterdam,High,Not Returned,Credit Card
191005,UPS,Paris,High,Not Returned,paypall
682816,DHL,Amsterdam,Low,Not Returned,paypall
744919,UPS,Paris,Medium,Not Returned,Bank Transfer
389943,Royal Mail,Rome,High,Not Returned,Credit Card
878074,DHL,Paris,Medium,Not Returned,Bank Transfer
500662,Royal Mail,Rome,High,Not Returned,Credit Card
281532,FedEx,Berlin,Low,Not Returned,Bank Transfer
456961,DHL,Rome,High,Not Returned,Bank Transfer
420404,UPS,London,High,Not Returned,Bank Transfer
245949,Royal Mail,London,Medium,Not Returned,Bank Transfer
359673,UPS,Berlin,Low,Not Returned,Bank Transfer
517939,DHL,London,High,Not Returned,Credit Card
375087,DHL,Berlin,Medium,Not Returned,Bank Transfer
503522,Royal Mail,Amsterdam,High,Not Returned,paypall
267856,FedEx,Paris,Medium,Not Returned,Bank Transfer
611844,FedEx,Paris,High,Not Returned,Credit Card
483545,UPS,Amsterdam,Low,Not Returned,Credit Card
775815,Royal Mail,Amsterdam,High,Not Returned,Credit Card
321099,DHL,Berlin,Low,Returned,paypall
826808,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
523190,Royal Mail,London,Medium,Not Returned,paypall
127371,UPS,Amsterdam,Low,Not Returned,paypall
198746,Royal Mail,Rome,High,Returned,paypall
725536,Royal Mail,London,Low,Returned,Bank Transfer
788526,Royal Mail,London,Low,Not Returned,Bank Transfer
387871,FedEx,London,Low,Not Returned,Bank Transfer
738288,FedEx,Rome,Low,Not Returned,paypall
163969,DHL,Paris,Low,Not Returned,Bank Transfer
521584,DHL,Amsterdam,High,Not Returned,Credit Card
692819,DHL,Amsterdam,Low,Not Returned,Credit Card
663385,Royal Mail,Berlin,Low,Not Returned,Credit Card
266056,Royal Mail,London,Low,Not Returned,Credit Card
675147,DHL,Amsterdam,High,Returned,paypall
296300,UPS,Amsterdam,Low,Not Returned,Credit Card
585315,Royal Mail,London,Low,Not Returned,Bank Transfer
777510,FedEx,Paris,Medium,Not Returned,Credit Card
331944,FedEx,Paris,Medium,Not Returned,Credit Card
156790,UPS,Amsterdam,High,Not Returned,Credit Card
952128,UPS,Rome,Low,Not Returned,Credit Card
902080,DHL,London,High,Not Returned,Bank Transfer
161779,Royal Mail,Berlin,High,Not Returned,paypall
206371,DHL,Rome,High,Not Returned,Bank Transfer
398816,FedEx,Amsterdam,Medium,Not Returned,paypall
431253,Royal Mail,Amsterdam,Medium,Not Returned,paypall
134593,DHL,Amsterdam,Low,Not Returned,Bank Transfer
507002,UPS,Amsterdam,Low,Returned,paypall
587252,UPS,Rome,High,Not Returned,Bank Transfer
896247,FedEx,Berlin,Low,Not Returned,Credit Card
786783,UPS,Rome,Medium,Not Returned,Bank Transfer
592696,Royal Mail,Amsterdam,Medium,Returned,paypall
907734,Royal Mail,Rome,High,Not Returned,paypall
292136,DHL,Paris,Low,Not Returned,paypall
317872,Royal Mail,London,Low,Not Returned,Credit Card
447284,UPS,Amsterdam,High,Not Returned,Bank Transfer
783195,UPS,London,Low,Not Returned,paypall
435500,UPS,Amsterdam,High,Not Returned,Credit Card
673570,DHL,Amsterdam,High,Returned,Credit Card
752739,Royal Mail,London,Low,Not Returned,Bank Transfer
808074,DHL,Rome,Low,Not Returned,Bank Transfer
822395,DHL,London,Medium,Not Returned,Bank Transfer
123814,DHL,Berlin,Low,Returned,paypall
255161,Royal Mail,Berlin,High,Not Returned,Bank Transfer
549047,DHL,Amsterdam,Low,Not Returned,paypall
181673,Royal Mail,Berlin,Medium,Not Returned,Credit Card
676228,DHL,Amsterdam,Low,Not Returned,Credit Card
186796,Royal Mail,London,Low,Not Returned,Credit Card
136476,UPS,Rome,Low,Not Returned,Credit Card
757129,UPS,London,Medium,Not Returned,Bank Transfer
404422,DHL,Berlin,High,Not Returned,Credit Card
278066,FedEx,London,Low,Not Returned,paypall
902066,UPS,Berlin,Medium,Not Returned,Bank Transfer
860395,FedEx,Paris,Low,Not Returned,Bank Transfer
226259,FedEx,Rome,High,Returned,paypall
504181,FedEx,London,Medium,Returned,Bank Transfer
938628,UPS,Paris,Low,Not Returned,Credit Card
460823,Royal Mail,Paris,High,Not Returned,Credit Card
279357,UPS,Rome,Medium,Not Returned,paypall
286571,FedEx,Berlin,High,Not Returned,paypall
643708,FedEx,Amsterdam,Low,Not Returned,Credit Card
256308,FedEx,Rome,Medium,Returned,Bank Transfer
892650,UPS,London,Medium,Returned,paypall
224283,DHL,Amsterdam,Medium,Not Returned,Credit Card
543108,Royal Mail,Berlin,Low,Not Returned,Bank Transfer
829391,UPS,London,Medium,Not Returned,Credit Card
330461,UPS,Berlin,Low,Not Returned,Credit Card
688345,UPS,Berlin,Low,Not Returned,Credit Card
965041,UPS,Amsterdam,Low,Not Returned,Bank Transfer
832267,UPS,Amsterdam,Low,Not Returned,paypall
314202,DHL,Paris,Low,Not Returned,paypall
242298,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
747396,DHL,Berlin,Low,Not Returned,paypall
896478,DHL,London,High,Not Returned,paypall
346027,Royal Mail,Rome,High,Not Returned,Credit Card
995777,FedEx,Rome,Low,Not Returned,paypall
137117,Royal Mail,Amsterdam,Medium,Not Returned,paypall
229980,Royal Mail,Amsterdam,Medium,Not Returned,paypall
309944,Royal Mail,London,Medium,Not Returned,Bank Transfer
288349,UPS,Berlin,Medium,Not Returned,Bank Transfer
840739,UPS,Amsterdam,Medium,Not Returned,paypall
552829,Royal Mail,Amsterdam,Low,Not Returned,paypall
641661,UPS,Paris,Low,Returned,Bank Transfer
145452,UPS,London,High,Not Returned,Credit Card
281161,Royal Mail,Amsterdam,Medium,Not Returned,paypall
106654,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
287213,UPS,Berlin,Medium,Not Returned,paypall
223319,UPS,Rome,Low,Not Returned,Credit Card
992078,DHL,Amsterdam,Medium,Not Returned,Credit Card
319015,Royal Mail,Paris,Low,Not Returned,Bank Transfer
561110,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
913015,UPS,Rome,Low,Not Returned,paypall
873393,FedEx,Paris,High,Returned,Bank Transfer
718530,UPS,Berlin,Low,Not Returned,Credit Card
678256,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
759103,FedEx,Berlin,High,Not Returned,paypall
500375,DHL,London,High,Not Returned,Bank Transfer
263223,Royal Mail,Berlin,High,Not Returned,paypall
231590,UPS,Berlin,Medium,Not Returned,paypall
378796,FedEx,Berlin,Low,Not Returned,Bank Transfer
571677,Royal Mail,London,Medium,Not Returned,Credit Card
737402,FedEx,Paris,Low,Not Returned,Credit Card
345615,FedEx,London,High,Not Returned,Credit Card
875492,DHL,Rome,Low,Not Returned,Bank Transfer
464633,Royal Mail,Rome,Low,Not Returned,paypall
334537,DHL,Paris,High,Not Returned,Bank Transfer
273420,Royal Mail,London,Low,Not Returned,Bank Transfer
830782,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
177001,UPS,London,Medium,Not Returned,Credit Card
611769,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
176757,UPS,Berlin,High,Not Returned,paypall
648683,Royal Mail,Rome,Medium,Not Returned,Credit Card
233407,UPS,Rome,Medium,Not Returned,paypall
726266,Royal Mail,Amsterdam,Medium,Not Returned,paypall
563328,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
344348,UPS,Paris,Medium,Not Returned,paypall
755860,FedEx,Amsterdam,Medium,Not Returned,paypall
748829,FedEx,London,Medium,Not Returned,paypall
323283,FedEx,Berlin,Medium,Not Returned,Bank Transfer
894515,FedEx,London,Medium,Not Returned,paypall
468742,Royal Mail,Paris,Medium,Not Returned,Credit Card
312328,UPS,London,Medium,Not Returned,Credit Card
498759,FedEx,Paris,Medium,Not Returned,Credit Card
807597,UPS,London,Medium,Not Returned,Bank Transfer
458315,Royal Mail,London,Medium,Not Returned,Bank Transfer
744711,UPS,Berlin,Low,Not Returned,paypall
845076,DHL,Amsterdam,Low,Not Returned,Bank Transfer
630901,DHL,Paris,High,Not Returned,Credit Card
996465,Royal Mail,Paris,High,Not Returned,Credit Card
297935,DHL,Rome,Low,Not Returned,paypall
962634,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
622349,FedEx,Rome,Low,Returned,paypall
185666,UPS,Paris,High,Returned,paypall
646356,DHL,Amsterdam,Low,Not Returned,Bank Transfer
935489,Royal Mail,Amsterdam,High,Returned,Credit Card
905378,DHL,Amsterdam,Low,Not Returned,Bank Transfer
775907,UPS,Berlin,Low,Not Returned,paypall
709525,FedEx,Amsterdam,High,Not Returned,paypall
367913,DHL,Rome,Medium,Not Returned,paypall
780243,UPS,Berlin,High,Not Returned,Bank Transfer
685628,DHL,Amsterdam,Medium,Not Returned,paypall
179199,FedEx,London,Low,Not Returned,Credit Card
204222,DHL,London,High,Not Returned,paypall
333931,UPS,Amsterdam,Medium,Returned,Credit Card
266234,Royal Mail,Paris,Low,Not Returned,Bank Transfer
581604,Royal Mail,Berlin,High,Not Returned,Bank Transfer
133434,DHL,London,Medium,Not Returned,paypall
908534,Royal Mail,Berlin,High,Not Returned,Credit Card
121536,DHL,Amsterdam,Low,Not Returned,paypall
833251,UPS,Amsterdam,Low,Not Returned,paypall
823130,DHL,Rome,High,Not Returned,Credit Card
204639,UPS,London,Low,Not Returned,Credit Card
543604,Royal Mail,London,High,Not Returned,paypall
675063,FedEx,Berlin,High,Not Returned,Bank Transfer
655435,DHL,Amsterdam,Low,Not Returned,Bank Transfer
412670,UPS,Rome,High,Not Returned,Bank Transfer
254731,FedEx,Rome,High,Not Returned,Credit Card
865167,DHL,Berlin,Medium,Not Returned,Credit Card
204663,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
837456,UPS,London,High,Not Returned,Credit Card
998612,FedEx,Berlin,Low,Returned,Credit Card
486377,DHL,London,Low,Not Returned,Credit Card
123088,DHL,Rome,High,Not Returned,Bank Transfer
168464,UPS,London,Low,Not Returned,paypall
992353,DHL,London,High,Not Returned,Credit Card
946430,Royal Mail,Paris,Low,Not Returned,paypall
926814,UPS,London,High,Not Returned,paypall
390328,Royal Mail,Amsterdam,Low,Not Returned,paypall
251171,DHL,Rome,Medium,Not Returned,paypall
845866,Royal Mail,Berlin,Medium,Not Returned,paypall
846640,UPS,Amsterdam,High,Not Returned,Bank Transfer
137739,Royal Mail,London,Medium,Not Returned,Bank Transfer
239461,UPS,London,Medium,Not Returned,Bank Transfer
117352,Royal Mail,Rome,Low,Not Returned,paypall
226788,DHL,Berlin,High,Not Returned,paypall
514364,DHL,Rome,Medium,Not Returned,paypall
656116,FedEx,London,Medium,Not Returned,Credit Card
692328,UPS,London,High,Not Returned,paypall
456423,DHL,London,Medium,Not Returned,Bank Transfer
194430,DHL,Paris,Medium,Not Returned,paypall
851891,Royal Mail,Rome,Low,Not Returned,paypall
550330,FedEx,Berlin,Low,Not Returned,paypall
740245,FedEx,Berlin,Medium,Not Returned,Credit Card
642036,UPS,London,High,Not Returned,paypall
712924,FedEx,Berlin,High,Not Returned,Credit Card
789051,DHL,Amsterdam,High,Not Returned,paypall
215158,FedEx,London,High,Not Returned,Bank Transfer
319589,Royal Mail,Amsterdam,High,Not Returned,Credit Card
296354,UPS,Paris,High,Not Returned,Bank Transfer
853604,FedEx,Amsterdam,Medium,Not Returned,paypall
815720,DHL,Rome,Medium,Not Returned,paypall
372390,DHL,Paris,Medium,Not Returned,Bank Transfer
341851,UPS,Berlin,Medium,Not Returned,Bank Transfer
159395,Royal Mail,London,Low,Not Returned,Bank Transfer
787846,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
523556,Royal Mail,Rome,High,Not Returned,Bank Transfer
412444,UPS,Amsterdam,Low,Not Returned,Bank Transfer
496302,Royal Mail,Amsterdam,Medium,Not Returned,paypall
322143,UPS,Rome,Medium,Returned,Credit Card
886401,FedEx,Amsterdam,Low,Not Returned,Credit Card
901292,FedEx,Amsterdam,High,Not Returned,Credit Card
641301,DHL,Paris,Medium,Not Returned,Bank Transfer
500623,UPS,Berlin,High,Not Returned,Bank Transfer
657830,FedEx,Amsterdam,Medium,Not Returned,Credit Card
124935,UPS,Paris,Medium,Not Returned,Credit Card
600229,DHL,London,High,Not Returned,Bank Transfer
673367,UPS,Paris,High,Not Returned,Credit Card
134111,UPS,London,Medium,Not Returned,Bank Transfer
942982,UPS,Paris,Medium,Not Returned,Credit Card
306769,UPS,Amsterdam,High,Not Returned,paypall
582333,UPS,Amsterdam,High,Not Returned,Bank Transfer
591029,UPS,Amsterdam,High,Not Returned,Bank Transfer
318008,FedEx,Paris,High,Not Returned,paypall
963387,UPS,Rome,High,Not Returned,Bank Transfer
140565,FedEx,Berlin,High,Not Returned,paypall
119283,UPS,Amsterdam,Medium,Not Returned,paypall
952902,DHL,Amsterdam,High,Not Returned,paypall
331362,DHL,Berlin,Medium,Not Returned,Credit Card
711204,DHL,Amsterdam,High,Not Returned,paypall
179552,UPS,Amsterdam,Medium,Returned,Bank Transfer
138233,FedEx,Paris,High,Not Returned,paypall
621410,UPS,Amsterdam,Low,Not Returned,paypall
384839,UPS,Berlin,High,Returned,Credit Card
750728,UPS,Rome,Medium,Not Returned,paypall
273806,FedEx,London,Medium,Not Returned,Credit Card
443401,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
887937,DHL,Paris,High,Not Returned,Bank Transfer
405758,Royal Mail,Paris,Low,Not Returned,Bank Transfer
101010,UPS,Paris,Medium,Not Returned,Bank Transfer
344300,FedEx,Berlin,Low,Not Returned,Bank Transfer
605002,DHL,Paris,High,Not Returned,Credit Card
754848,FedEx,Berlin,High,Not Returned,Credit Card
250933,FedEx,London,Medium,Returned,paypall
517341,UPS,Paris,Medium,Not Returned,paypall
879470,FedEx,Berlin,High,Not Returned,Bank Transfer
764729,Royal Mail,Paris,Medium,Not Returned,paypall
955825,DHL,Paris,Medium,Not Returned,paypall
782031,FedEx,Amsterdam,Medium,Not Returned,Credit Card
164512,FedEx,Paris,Low,Not Returned,Credit Card
198026,DHL,London,High,Not Returned,paypall
175656,UPS,Rome,Low,Not Returned,Credit Card
841119,Royal Mail,London,Medium,Not Returned,Credit Card
459830,DHL,London,High,Not Returned,paypall
275210,DHL,Paris,Medium,Not Returned,paypall
284492,DHL,Amsterdam,High,Not Returned,paypall
377633,UPS,Berlin,High,Not Returned,Bank Transfer
159789,DHL,Rome,Low,Not Returned,Credit Card
694213,FedEx,Paris,Medium,Not Returned,Bank Transfer
411847,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
580702,DHL,London,Medium,Returned,paypall
176625,Royal Mail,Paris,Low,Not Returned,Credit Card
993967,DHL,Paris,Low,Returned,Bank Transfer
875806,Royal Mail,Amsterdam,Medium,Not Returned,paypall
813588,FedEx,Paris,High,Not Returned,paypall
621564,FedEx,Paris,Low,Not Returned,Credit Card
627339,DHL,Rome,High,Returned,paypall
269162,Royal Mail,London,Medium,Not Returned,paypall
653093,Royal Mail,Paris,High,Not Returned,Bank Transfer
719266,FedEx,Paris,Medium,Not Returned,Credit Card
930989,DHL,Rome,Medium,Not Returned,Bank Transfer
495771,FedEx,Amsterdam,High,Not Returned,Bank Transfer
674529,DHL,Amsterdam,High,Not Returned,Credit Card
227838,UPS,Amsterdam,Medium,Not Returned,paypall
690282,UPS,Berlin,Medium,Not Returned,Bank Transfer
476149,Royal Mail,Rome,Low,Not Returned,Bank Transfer
902498,DHL,Paris,Medium,Not Returned,paypall
760081,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
964414,DHL,London,Medium,Not Returned,Bank Transfer
892736,DHL,Amsterdam,Medium,Not Returned,Credit Card
342941,Royal Mail,Paris,High,Not Returned,paypall
667255,FedEx,Paris,Medium,Returned,Credit Card
855584,FedEx,London,Low,Not Returned,Bank Transfer
440907,FedEx,Amsterdam,Low,Not Returned,Credit Card
926894,FedEx,London,Medium,Not Returned,Bank Transfer
696122,UPS,London,High,Not Returned,Credit Card
473167,UPS,London,Low,Not Returned,paypall
742059,FedEx,Berlin,Medium,Not Returned,Bank Transfer
175842,UPS,Berlin,Low,Not Returned,Bank Transfer
102589,Royal Mail,Rome,Medium,Returned,paypall
487167,UPS,Amsterdam,Medium,Not Returned,Credit Card
530294,FedEx,Amsterdam,High,Not Returned,Credit Card
331617,UPS,Amsterdam,High,Not Returned,Credit Card
154918,FedEx,Berlin,High,Not Returned,Credit Card
107711,DHL,London,High,Not Returned,Credit Card
317972,UPS,Rome,High,Not Returned,paypall
421574,FedEx,Paris,Low,Not Returned,paypall
818687,DHL,Rome,High,Not Returned,Credit Card
330314,Royal Mail,Paris,Medium,Not Returned,paypall
850506,DHL,Rome,Medium,Not Returned,Credit Card
989037,UPS,London,Low,Not Returned,paypall
628258,FedEx,London,Medium,Not Returned,Bank Transfer
358989,FedEx,London,High,Not Returned,Bank Transfer
431679,Royal Mail,Paris,Low,Not Returned,Bank Transfer
973002,DHL,Paris,Low,Not Returned,Bank Transfer
221315,Royal Mail,Rome,High,Not Returned,Bank Transfer
474255,Royal Mail,Paris,High,Not Returned,Credit Card
403874,FedEx,Rome,Low,Not Returned,Credit Card
575384,UPS,Berlin,Low,Not Returned,Credit Card
768745,Royal Mail,Rome,Medium,Not Returned,Credit Card
223252,Royal Mail,Rome,High,Not Returned,paypall
237022,FedEx,Paris,Medium,Not Returned,Bank Transfer
856590,UPS,Berlin,Low,Not Returned,Credit Card
304583,DHL,Paris,Medium,Not Returned,paypall
782121,FedEx,Berlin,Low,Not Returned,Credit Card
295507,UPS,Paris,Low,Not Returned,paypall
163944,UPS,Rome,Low,Returned,Bank Transfer
565718,UPS,Berlin,Medium,Not Returned,Credit Card
207437,Royal Mail,Rome,Low,Not Returned,paypall
226794,Royal Mail,Berlin,High,Not Returned,Bank Transfer
434267,UPS,Amsterdam,Medium,Not Returned,Credit Card
385024,DHL,Rome,Low,Not Returned,Credit Card
534969,UPS,Amsterdam,Low,Not Returned,Credit Card
974261,DHL,Paris,High,Not Returned,Credit Card
756921,UPS,Amsterdam,Medium,Not Returned,paypall
153205,Royal Mail,Rome,High,Not Returned,Credit Card
206948,DHL,Berlin,Medium,Not Returned,Credit Card
421954,FedEx,Paris,Medium,Not Returned,paypall
475233,DHL,Rome,Medium,Not Returned,Credit Card
688770,FedEx,Amsterdam,Medium,Not Returned,Credit Card
431336,FedEx,Berlin,High,Not Returned,Bank Transfer
711442,Royal Mail,Paris,High,Not Returned,paypall
710354,UPS,London,High,Not Returned,paypall
318480,FedEx,Rome,High,Not Returned,Bank Transfer
615985,UPS,London,Medium,Not Returned,Bank Transfer
783690,Royal Mail,Berlin,Medium,Not Returned,Credit Card
509355,DHL,London,High,Not Returned,paypall
228514,FedEx,Paris,Low,Not Returned,Bank Transfer
919409,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
104983,UPS,Paris,Low,Not Returned,paypall
